# IAT (sec), prob (%)
838.8349514563107,1.2333852233265477
872.7272727272727,1.1854867680517305
604.1958041958042,1.7123697760747216
490.90909090909093,2.107532032091965
847.0588235294117,1.2214106095078434
669.7674418604652,1.5447251826128607
720.0,1.4369536582445215
900.0,1.1495629265956173
732.2033898305085,1.413004430607113
872.7272727272727,1.1854867680517305
981.8181818181819,1.0537660160459825
361.5062761506276,2.861932702670339
480.0,2.1554304873667824
502.3255813953488,2.0596335768171476
847.0588235294117,1.2214106095078434
443.0769230769231,2.335049694647348
334.8837209302326,3.0894503652257215
530.0613496932515,1.9518620524488086
579.8657718120805,1.7842174589869475
421.4634146341463,2.454795832834391
981.8181818181819,1.0537660160459825
949.4505494505495,1.0896898575020955
691.2,1.4968267273380433
608.4507042253521,1.7003951622560174
691.2,1.4968267273380433
457.14285714285717,2.2632020117351215
526.829268292683,1.9638366662675129
480.0,2.1554304873667824
474.72527472527474,2.179379715004191
751.304347826087,1.3770805891509998
557.4193548387096,1.8560651418991738
595.8620689655172,1.7363190037121303
411.42857142857144,2.5146689019279127
464.51612903225805,2.2272781702790083
864.0,1.1974613818704347
533.3333333333334,1.9398874386301044
640.0,1.6165728655250868
370.81545064377684,2.790085019758113
600.0,1.724344389893426
890.7216494845361,1.1615375404143216
890.7216494845361,1.1615375404143216
1252.1739130434783,0.8262483534905999
1289.55223880597,0.8022991258531913
732.2033898305085,1.413004430607113
536.6459627329192,1.9279128248113997
530.0613496932515,1.9518620524488086
472.1311475409836,2.1913543288228956
493.7142857142857,2.095557418273261
1122.077922077922,0.9220452640402346
1694.1176470588234,0.6107053047539217
838.8349514563107,1.2333852233265477
415.38461538461536,2.4907196742905042
792.6605504587156,1.305232906238774
664.6153846153846,1.556699796431565
785.4545454545455,1.317207520057478
1600.0,0.6466291462100348
1066.6666666666667,0.9699437193150522
680.3149606299213,1.520775954975452
440.81632653061223,2.347024308466052
514.2857142857143,2.0117351215423303
