#job id,arrival time (sec),topology,shape,size,duration (sec)
579,10513355,CLOS,1.0,1.0,5699.0
580,10513654,CLOS,1.0,1.0,2066.0
581,10514256,CLOS,1.0,1.0,2639.0
582,10516533,CLOS,1.0,1.0,540.0
583,10517376,CLOS,1.0,1.0,3660.0
584,10519357,CLOS,1.0,1.0,1500.0
585,10520784,CLOS,0.65,0.65,835.0
586,10520922,CLOS,1.0,1.0,1441.0
587,10521219,CLOS,0.47,0.47,851.0
588,10521993,CLOS,0.46,0.46,540.0
589,10522531,CLOS,0.32,0.32,759.0
590,10522531,CLOS,0.23,0.23,759.0
591,10524137,CLOS,1.0,1.0,605.0
592,10524173,CLOS,1.0,1.0,590.0
593,10527776,CLOS,1.0,1.0,3643.0
594,10530340,CLOS,1.0,1.0,2103.0
595,10530341,CLOS,1.0,1.0,3834.0
596,10531756,CLOS,0.48,0.48,3596.0
597,10532219,CLOS,1.0,1.0,2503.0
598,10535088,CLOS,1.0,1.0,1884.0
599,10535139,CLOS,1.0,1.0,1089.0
600,10538102,CLOS,1.0,1.0,3536.0
601,10539516,CLOS,1.0,1.0,58377.0
602,10539860,CLOS,1.0,1.0,1958.0
603,10541688,CLOS,1.0,1.0,746.0
604,10543069,CLOS,1.0,1.0,2395.0
605,10543893,CLOS,1.0,1.0,39438.0
606,10547435,CLOS,1.0,1.0,1200.0
607,10552241,CLOS,1.0,1.0,715.0
608,10554159,CLOS,1.0,1.0,2061.0
609,10556443,CLOS,1.0,1.0,2145.0
610,10556555,CLOS,0.46,0.46,1799.0
611,10557436,CLOS,1.0,1.0,81.0
612,10557885,CLOS,1.0,1.0,853.0
613,10559926,CLOS,1.0,1.0,2042.9999999999998
614,10562078,CLOS,1.0,1.0,5702.0
615,10563307,CLOS,1.0,1.0,1974.0
616,10565708,CLOS,1.0,1.0,2409.0
617,10567150,CLOS,1.0,1.0,578.0
618,10567172,CLOS,1.0,1.0,806.0
619,10567375,CLOS,1.0,1.0,25.0
620,10567539,CLOS,1.0,1.0,2818.0
621,10567597,CLOS,1.0,1.0,16257.0
622,10582475,CLOS,1.0,1.0,11340.0
623,10585655,CLOS,1.0,1.0,4572.0
624,10594953,CLOS,1.0,1.0,36150.0
625,10596156,CLOS,1.0,1.0,6329.0
626,10597038,CLOS,1.0,1.0,939.0
627,10600473,CLOS,1.0,1.0,52711.0
628,10602456,CLOS,1.0,1.0,1199.0
629,10602939,CLOS,1.0,1.0,54451.0
630,10603141,CLOS,1.0,1.0,475.0
631,10603535,CLOS,1.0,1.0,748.0
632,10604208,CLOS,0.47,0.47,128.0
633,10604707,CLOS,1.0,1.0,439.0
634,10605236,CLOS,1.0,1.0,134.0
635,10605761,CLOS,1.0,1.0,2034.0
636,10606214,CLOS,1.0,1.0,843.0
637,10606251,CLOS,1.0,1.0,2876.0
638,10606253,CLOS,1.0,1.0,685.0
639,10606258,CLOS,1.0,1.0,1490.0
640,10606419,CLOS,1.0,1.0,2951.0
641,10607608,CLOS,1.0,1.0,102.0
642,10607623,CLOS,0.65,0.65,772.0
643,10608064,CLOS,1.0,1.0,928.0
644,10608731,CLOS,0.32,0.32,23299.0
645,10608824,CLOS,0.65,0.65,243.0
646,10608911,CLOS,0.65,0.65,174.0
647,10609680,CLOS,1.0,1.0,2027.9999999999998
648,10610689,CLOS,1.0,1.0,2005.9999999999998
649,10610690,CLOS,1.0,1.0,1604.0
650,10610840,CLOS,1.0,1.0,1421.0
651,10610930,CLOS,0.32,0.32,58.0
652,10611007,CLOS,0.32,0.32,5613.0
653,10611842,CLOS,1.0,1.0,3986.0
654,10613212,CLOS,0.23,0.23,598.0
655,10613388,CLOS,0.47,0.47,172.0
656,10613616,CLOS,1.0,1.0,251.0
657,10613645,CLOS,0.23,0.23,162.0
658,10614075,CLOS,1.0,1.0,4022.0
659,10614151,CLOS,1.0,1.0,47.0
660,10616771,CLOS,0.37,0.37,4972.0
661,10617324,CLOS,0.23,0.23,245.99999999999997
662,10617651,CLOS,1.0,1.0,460.0
663,10617680,CLOS,0.23,0.23,57.0
664,10617694,CLOS,0.23,0.23,201.0
665,10617708,CLOS,0.22,0.22,4554.0
666,10618001,CLOS,0.23,0.23,708.0
667,10619379,CLOS,1.0,1.0,1380.0
668,10619480,CLOS,0.65,0.65,1281.0
669,10619523,CLOS,1.0,1.0,3117.0
670,10619649,CLOS,0.47,0.47,56.0
671,10620914,CLOS,1.0,1.0,2342.0
672,10620936,CLOS,1.0,1.0,1077.0
673,10620997,CLOS,1.0,1.0,2281963.0
674,10621079,CLOS,0.32,0.32,86.0
675,10621473,CLOS,0.46,0.46,540.0
676,10621540,CLOS,1.0,1.0,2219.0
677,10622339,CLOS,1.0,1.0,11111.0
678,10622843,CLOS,0.32,0.32,51.0
679,10623164,CLOS,0.32,0.32,1051.0
680,10623875,CLOS,1.0,1.0,1685.0
681,10624068,CLOS,1.0,1.0,3463.0
682,10625608,CLOS,1.0,1.0,6869.0
683,10626024,CLOS,0.32,0.32,91.0
684,10626422,CLOS,1.0,1.0,1828.0
685,10626535,CLOS,0.32,0.32,102.0
686,10626709,CLOS,1.0,1.0,6518.0
687,10626940,CLOS,1.0,1.0,1620.0
688,10627477,CLOS,1.0,1.0,12499.0
689,10628219,CLOS,0.47,0.47,53.0
690,10628579,CLOS,1.0,1.0,3611.0
691,10629105,CLOS,1.0,1.0,1253.0
692,10629108,CLOS,1.0,1.0,4006.0
693,10629645,CLOS,0.32,0.32,71.0
694,10633142,CLOS,1.0,1.0,1168.0
695,10633547,CLOS,1.0,1.0,2161.0
696,10634435,CLOS,1.0,1.0,13217.0
697,10634499,CLOS,1.0,1.0,1860.0
698,10634588,CLOS,0.22,0.22,5456.0
699,10635708,CLOS,0.22,0.22,10228.0
700,10636821,CLOS,0.32,0.32,4248.0
701,10636834,CLOS,0.32,0.32,287.0
702,10637407,CLOS,1.0,1.0,265.0
703,10638109,CLOS,0.47,0.47,51.0
704,10638114,CLOS,0.47,0.47,423.0
705,10638115,CLOS,0.23,0.23,385.0
706,10638652,CLOS,0.47,0.47,54.0
707,10638744,CLOS,0.23,0.23,217.0
708,10638906,CLOS,0.47,0.47,3290.0
709,10639998,CLOS,0.32,0.32,794.0
710,10641008,CLOS,0.22,0.22,25700.0
711,10641174,CLOS,0.47,0.47,95.0
712,10641229,CLOS,0.47,0.47,64.0
713,10642124,CLOS,0.32,0.32,1315.0
714,10642400,CLOS,0.23,0.23,195.0
715,10643160,CLOS,0.32,0.32,284.0
716,10643384,CLOS,0.23,0.23,144.0
717,10643478,CLOS,0.23,0.23,50.0
718,10643478,CLOS,0.23,0.23,50.0
719,10643599,CLOS,0.23,0.23,66.0
720,10644275,CLOS,0.32,0.32,465.0
721,10644279,CLOS,1.0,1.0,7579.0
722,10645428,CLOS,0.32,0.32,75.0
723,10646016,CLOS,1.0,1.0,2257.0
724,10646562,CLOS,1.0,1.0,2995.0
725,10646569,CLOS,0.47,0.47,37.0
726,10646759,CLOS,0.32,0.32,26115.0
727,10647070,CLOS,0.23,0.23,1417.0
728,10647871,CLOS,0.32,0.32,4379.0
729,10648890,CLOS,1.0,1.0,2201.0
730,10648940,CLOS,1.0,1.0,8384.0
731,10649133,CLOS,0.23,0.23,133.0
732,10649150,CLOS,1.0,1.0,1788.0
733,10650038,CLOS,1.0,1.0,4258.0
734,10651499,CLOS,1.0,1.0,1882.0
735,10652054,CLOS,0.23,0.23,32.0
736,10653290,CLOS,0.81,0.81,22297.0
737,10653875,CLOS,1.0,1.0,2039.0
738,10655122,CLOS,1.0,1.0,222.0
739,10656453,CLOS,1.0,1.0,539.0
740,10657876,CLOS,0.32,0.32,27408.0
741,10657877,CLOS,0.32,0.32,27409.0
742,10657877,CLOS,0.32,0.32,2730.0
743,10658378,CLOS,0.47,0.47,350.0
744,10661315,CLOS,1.0,1.0,2100.0
745,10661745,CLOS,0.16,0.16,26313.0
746,10663820,CLOS,1.0,1.0,2750.0
747,10667135,CLOS,1.0,1.0,5038.0
748,10667435,CLOS,1.0,1.0,4680.0
749,10667495,CLOS,1.0,1.0,4620.0
750,10670719,CLOS,1.0,1.0,2773.0
751,10671173,CLOS,1.0,1.0,3613.0
752,10672357,CLOS,1.0,1.0,837.0
753,10674417,CLOS,1.0,1.0,2083.0
754,10676175,CLOS,1.0,1.0,3061.0
755,10676483,CLOS,1.0,1.0,3413.0
756,10679807,CLOS,1.0,1.0,2122.0
757,10680336,CLOS,1.0,1.0,11279.0
758,10683715,CLOS,0.32,0.32,6439.0
759,10687893,CLOS,1.0,1.0,1440.0
760,10689757,CLOS,0.47,0.47,240.0
761,10689994,CLOS,0.47,0.47,2734.0
762,10690004,CLOS,0.32,0.32,109.0
763,10692471,CLOS,1.0,1.0,1776.0
764,10693137,CLOS,0.47,0.47,912.0
765,10693843,CLOS,1.0,1.0,30231.0
766,10694113,CLOS,0.35,0.35,674.0
767,10695393,CLOS,1.0,1.0,2167.0
768,10695666,CLOS,1.0,1.0,2153.0
769,10695900,CLOS,1.0,1.0,28.0
770,10695939,CLOS,0.32,0.32,117.0
771,10696159,CLOS,0.32,0.32,378.0
772,10697207,CLOS,0.32,0.32,171.0
773,10697495,CLOS,1.0,1.0,4140.0
774,10697677,CLOS,1.0,1.0,1081.0
775,10701674,CLOS,1.0,1.0,2487.0
776,10702087,CLOS,1.0,1.0,2387.0
777,10702237,CLOS,1.0,1.0,27358.0
778,10702950,CLOS,1.0,1.0,2133.0
779,10703308,CLOS,1.0,1.0,2166.0
780,10703820,CLOS,1.0,1.0,411.0
781,10704395,CLOS,1.0,1.0,127.0
782,10704404,CLOS,1.0,1.0,115.0
783,10705216,CLOS,1.0,1.0,327.0
784,10705282,CLOS,1.0,1.0,57.0
785,10705525,CLOS,1.0,1.0,162.0
786,10705525,CLOS,1.0,1.0,161.0
787,10707394,CLOS,1.0,1.0,2099.0
788,10708418,CLOS,1.0,1.0,3656.0
789,10708596,CLOS,1.0,1.0,1919.0
790,10710068,CLOS,1.0,1.0,1918.0
791,10710115,CLOS,1.0,1.0,1864.0
792,10710154,CLOS,1.0,1.0,3601.0
793,10711209,CLOS,0.16,0.16,1016.0
794,10711222,CLOS,0.16,0.16,1302.0
795,10711224,CLOS,0.16,0.16,1301.0
796,10711265,CLOS,0.47,0.47,367.0
797,10711540,CLOS,1.0,1.0,1023.0
798,10711742,CLOS,1.0,1.0,774.0
799,10712000,CLOS,1.0,1.0,78.0
800,10713332,CLOS,1.0,1.0,599.0
801,10713333,CLOS,1.0,1.0,584.0
802,10713339,CLOS,1.0,1.0,2246.0
803,10714998,CLOS,1.0,1.0,57.0
804,10715344,CLOS,1.0,1.0,11135.0
805,10715679,CLOS,1.0,1.0,1082.0
806,10716310,CLOS,1.0,1.0,946.0
807,10716405,CLOS,1.0,1.0,42.0
808,10717093,CLOS,1.0,1.0,811.0
809,10717116,CLOS,1.0,1.0,9780.0
810,10717116,CLOS,1.0,1.0,9780.0
811,10717273,CLOS,1.0,1.0,1121.0
812,10717569,CLOS,0.47,0.47,354.0
813,10717860,CLOS,1.0,1.0,4071.9999999999995
814,10717919,CLOS,1.0,1.0,48.0
815,10718145,CLOS,1.0,1.0,2111.0
816,10718152,CLOS,1.0,1.0,147.0
817,10718200,CLOS,1.0,1.0,193.0
818,10719282,CLOS,1.0,1.0,16049.0
819,10719693,CLOS,0.47,0.47,133.0
820,10720534,CLOS,1.0,1.0,26.0
821,10721537,CLOS,1.0,1.0,4202.0
822,10722360,CLOS,1.0,1.0,2374.0
823,10723894,CLOS,1.0,1.0,771.0
824,10724620,CLOS,0.47,0.47,2114.0
825,10724733,CLOS,1.0,1.0,473.0
826,10725805,CLOS,0.32,0.32,1056.0
827,10727253,CLOS,0.46,0.46,1049.0
828,10727401,CLOS,0.65,0.65,4566.0
829,10728374,CLOS,1.0,1.0,4810.0
830,10728607,CLOS,0.47,0.47,3580.0
831,10728617,CLOS,1.0,1.0,40.0
832,10729535,CLOS,1.0,1.0,102.0
833,10729655,CLOS,0.47,0.47,1339.0
834,10731648,CLOS,1.0,1.0,1997.9999999999998
835,10731652,CLOS,1.0,1.0,12313.0
836,10732440,CLOS,0.47,0.47,114.0
837,10732939,CLOS,1.0,1.0,2786.0
838,10732982,CLOS,1.0,1.0,1461.0
839,10733057,CLOS,0.46,0.46,977.0000000000001
840,10735391,CLOS,0.23,0.23,120.0
841,10737323,CLOS,1.0,1.0,1279.0
842,10737990,CLOS,1.0,1.0,1563.0
843,10738644,CLOS,1.0,1.0,602.0
844,10741957,CLOS,1.0,1.0,4670.0
845,10744103,CLOS,0.32,0.32,242.0
846,10744560,CLOS,1.0,1.0,7698.000000000001
847,10745373,CLOS,1.0,1.0,539.0
848,10748277,CLOS,0.11,0.11,19027.0
849,10748513,CLOS,1.0,1.0,2557.0
850,10751096,CLOS,1.0,1.0,24863.0
851,10752723,CLOS,1.0,1.0,4518.0
852,10753718,CLOS,0.65,0.65,1126.0
853,10753791,CLOS,0.65,0.65,1777.0
854,10754077,CLOS,1.0,1.0,7916.999999999999
855,10754324,CLOS,0.32,0.32,18637.0
856,10755248,CLOS,1.0,1.0,20606.0
857,10756895,CLOS,1.0,1.0,146.0
858,10758411,CLOS,0.11,0.11,9059.0
859,10758951,CLOS,0.32,0.32,15235.0
860,10760324,CLOS,0.16,0.16,12503.0
861,10762275,CLOS,1.0,1.0,27108.0
862,10763677,CLOS,1.0,1.0,536.0
863,10764452,CLOS,0.46,0.46,569.0
864,10764473,CLOS,1.0,1.0,12947.0
865,10767397,CLOS,1.0,1.0,1378.0
866,10768954,CLOS,1.0,1.0,1250.0
867,10771657,CLOS,1.0,1.0,1197.0
868,10772752,CLOS,1.0,1.0,4176.0
869,10772842,CLOS,1.0,1.0,4649.0
870,10774041,CLOS,0.23,0.23,112.0
871,10774081,CLOS,0.47,0.47,3066.0
872,10775528,CLOS,0.23,0.23,59.0
873,10775806,CLOS,1.0,1.0,5231.0
874,10776158,CLOS,1.0,1.0,16377.0
875,10776951,CLOS,1.0,1.0,6565.0
876,10777152,CLOS,1.0,1.0,209.0
877,10777323,CLOS,1.0,1.0,139543.0
878,10777725,CLOS,0.47,0.47,22.0
879,10778134,CLOS,0.46,0.46,472.0
880,10778134,CLOS,0.46,0.46,569.0
881,10779047,CLOS,1.0,1.0,202.0
882,10779198,CLOS,0.23,0.23,191.0
883,10779512,CLOS,0.22,0.22,2719.0
884,10780285,CLOS,0.22,0.22,7337.0
885,10780570,CLOS,1.0,1.0,70.0
886,10781460,CLOS,1.0,1.0,573.0
887,10782000,CLOS,0.23,0.23,224.0
888,10782482,CLOS,0.23,0.23,50.0
889,10782603,CLOS,0.23,0.23,138.0
890,10782608,CLOS,0.23,0.23,485.00000000000006
891,10782720,CLOS,0.22,0.22,2026.0
892,10783359,CLOS,1.0,1.0,12590.0
893,10783954,CLOS,0.46,0.46,2931.0
894,10785108,CLOS,1.0,1.0,874.0
895,10785731,CLOS,1.0,1.0,1698.0
896,10786726,CLOS,1.0,1.0,3182.0
897,10786929,CLOS,0.32,0.32,76.0
898,10787140,CLOS,1.0,1.0,5843.0
899,10787579,CLOS,0.46,0.46,1536.0
900,10789747,CLOS,1.0,1.0,615.0
901,10790226,CLOS,0.32,0.32,630.0
902,10790562,CLOS,1.0,1.0,1431.0
903,10792329,CLOS,1.0,1.0,1052.0
904,10792988,CLOS,1.0,1.0,3619.0
905,10793828,CLOS,1.0,1.0,2704.0
906,10794273,CLOS,0.46,0.46,811.0
907,10796146,CLOS,0.32,0.32,662.0
908,10796958,CLOS,0.32,0.32,14929.0
909,10797519,CLOS,1.0,1.0,27787.0
910,10799395,CLOS,1.0,1.0,595.0
911,10799683,CLOS,0.22,0.22,744.0
912,10799694,CLOS,1.0,1.0,330.0
913,10799883,CLOS,0.65,0.65,109.0
914,10800154,CLOS,1.0,1.0,25679.0
915,10801404,CLOS,0.47,0.47,2625.0
916,10801449,CLOS,1.0,1.0,48.0
917,10801862,CLOS,1.0,1.0,371.0
918,10803002,CLOS,1.0,1.0,2526.0
919,10804113,CLOS,0.22,0.22,13234.0
920,10805077,CLOS,1.0,1.0,1322.0
921,10805309,CLOS,1.0,1.0,320.0
922,10806856,CLOS,0.27,0.27,62.00000000000001
923,10807233,CLOS,1.0,1.0,718.0
924,10810861,CLOS,0.23,0.23,141.0
925,10811262,CLOS,0.47,0.47,210.0
926,10812574,CLOS,0.23,0.23,96.0
927,10812635,CLOS,0.22,0.22,303.0
928,10812956,CLOS,1.0,1.0,1862.0
929,10813535,CLOS,1.0,1.0,566.0
930,10813787,CLOS,0.47,0.47,1411.0
931,10817078,CLOS,1.0,1.0,63660.0
932,10817103,CLOS,1.0,1.0,3941.0
933,10817365,CLOS,0.47,0.47,166.0
934,10817877,CLOS,0.47,0.47,1269.0
935,10818091,CLOS,0.47,0.47,556.0
936,10821001,CLOS,1.0,1.0,15150.0
937,10821001,CLOS,1.0,1.0,24846.0
938,10829494,CLOS,1.0,1.0,530.0
939,10829496,CLOS,1.0,1.0,485.00000000000006
940,10836082,CLOS,1.0,1.0,8102.0
941,10838210,CLOS,0.05,0.05,4064.0
942,10838504,CLOS,0.11,0.11,3770.0
943,10839460,CLOS,0.46,0.46,1796.0
944,10840179,CLOS,1.0,1.0,5281.0
945,10840723,CLOS,0.22,0.22,8537.0
946,10841132,CLOS,0.47,0.47,961.0
947,10841196,CLOS,1.0,1.0,4278.0
948,10844679,CLOS,0.46,0.46,11939.0
949,10845326,CLOS,1.0,1.0,12089.0
950,10846473,CLOS,1.0,1.0,1739.0
951,10855702,CLOS,0.05,0.05,943.0
952,10856436,CLOS,1.0,1.0,2627.0
953,10856564,CLOS,0.22,0.22,783.0
954,10857547,CLOS,0.32,0.32,4559.0
955,10859127,CLOS,1.0,1.0,3994.9999999999995
956,10861473,CLOS,1.0,1.0,719.0
957,10861572,CLOS,1.0,1.0,50.0
958,10862700,CLOS,1.0,1.0,93.0
959,10863158,CLOS,1.0,1.0,2039801.9999999998
960,10863407,CLOS,0.32,0.32,1974.0
961,10864155,CLOS,1.0,1.0,737.0
962,10865488,CLOS,1.0,1.0,4330.0
963,10865602,CLOS,1.0,1.0,6803.0
964,10865701,CLOS,0.32,0.32,121.0
965,10866234,CLOS,0.47,0.47,1636.0
966,10866848,CLOS,1.0,1.0,5096.0
967,10866881,CLOS,1.0,1.0,3270.0
968,10866939,CLOS,1.0,1.0,16662.0
969,10867195,CLOS,1.0,1.0,2377.0
970,10867336,CLOS,1.0,1.0,2307.0
971,10867736,CLOS,0.47,0.47,48.0
972,10868104,CLOS,0.47,0.47,1561.0
973,10868106,CLOS,0.47,0.47,98.0
974,10868260,CLOS,1.0,1.0,1140.0
975,10868293,CLOS,0.47,0.47,1245.0
976,10868882,CLOS,1.0,1.0,135.0
977,10869509,CLOS,1.0,1.0,14091.0
978,10870018,CLOS,1.0,1.0,56.0
979,10870103,CLOS,1.0,1.0,7160.0
980,10870472,CLOS,1.0,1.0,537.0
981,10870567,CLOS,0.47,0.47,1363.0
982,10874255,CLOS,0.22,0.22,8831.0
983,10876605,CLOS,1.0,1.0,608.0
984,10876727,CLOS,1.0,1.0,1693.0
985,10876727,CLOS,1.0,1.0,1519.0
986,10877867,CLOS,1.0,1.0,783.0
987,10878218,CLOS,1.0,1.0,1736.0
988,10878398,CLOS,1.0,1.0,1588.0
989,10878412,CLOS,0.47,0.47,483.00000000000006
990,10878513,CLOS,0.46,0.46,540.0
991,10880395,CLOS,0.32,0.32,292.0
992,10880711,CLOS,1.0,1.0,49.0
993,10880720,CLOS,1.0,1.0,3587.0
994,10881955,CLOS,1.0,1.0,4128.0
995,10882270,CLOS,1.0,1.0,117.0
996,10883841,CLOS,1.0,1.0,4583.0
997,10885653,CLOS,0.46,0.46,2700.0
998,10888814,CLOS,0.47,0.47,4021.0
999,10888922,CLOS,1.0,1.0,179.0
1000,10889170,CLOS,1.0,1.0,3829.0
1001,10889393,CLOS,1.0,1.0,191.0
1002,10889462,CLOS,1.0,1.0,3977.0
1003,10890108,CLOS,1.0,1.0,249.00000000000003
1004,10890160,CLOS,0.46,0.46,25439.0
1005,10890613,CLOS,1.0,1.0,633.0
1006,10891442,CLOS,0.32,0.32,7764.999999999999
1007,10891859,CLOS,1.0,1.0,1120.0
1008,10892398,CLOS,0.47,0.47,756.0
1009,10893151,CLOS,0.23,0.23,2249.0
1010,10893263,CLOS,1.0,1.0,4451.0
1011,10893458,CLOS,1.0,1.0,2998.0
1012,10894436,CLOS,1.0,1.0,34.0
1013,10896325,CLOS,1.0,1.0,1022.0000000000001
1014,10897663,CLOS,1.0,1.0,38.0
1015,10897703,CLOS,0.23,0.23,409.0
1016,10900116,CLOS,1.0,1.0,777.0
1017,10900679,CLOS,1.0,1.0,4008.0
1018,10900995,CLOS,1.0,1.0,52.0
1019,10901323,CLOS,0.47,0.47,49.0
1020,10902080,CLOS,1.0+1.0+1.0+1.0+1.0+1.0+1.0+1.0,8.0,175089.0
1021,10903578,CLOS,0.32,0.32,816.0
1022,10903819,CLOS,1.0,1.0,1220.0
1023,10904706,CLOS,1.0,1.0,825.0
1024,10906376,CLOS,1.0,1.0,2433.0
1025,10907668,CLOS,0.05,0.05,43002.0
1026,10908355,CLOS,1.0,1.0,3845.9999999999995
1027,10908430,CLOS,1.0,1.0,422.0
1028,10910025,CLOS,1.0,1.0,2116.0
1029,10910117,CLOS,1.0,1.0,1189.0
1030,10911416,CLOS,1.0,1.0,853.0
1031,10912401,CLOS,1.0,1.0,220.0
1032,10913075,CLOS,1.0,1.0,659.0
1033,10913375,CLOS,0.32,0.32,1456.0
1034,10914142,CLOS,1.0,1.0,5563.0
1035,10914308,CLOS,0.16,0.16,36275.0
1036,10914403,CLOS,1.0,1.0,1116.0
1037,10914426,CLOS,1.0,1.0,481.00000000000006
1038,10914450,CLOS,1.0,1.0,1229.0
1039,10914451,CLOS,1.0,1.0,8284.0
1040,10914453,CLOS,1.0,1.0,4954.0
1041,10914526,CLOS,0.32,0.32,313.0
1042,10914611,CLOS,1.0,1.0,1239.0
1043,10914905,CLOS,0.16,0.16,599.0
1044,10915122,CLOS,1.0,1.0,11588.0
1045,10918348,CLOS,1.0,1.0,2251.0
1046,10918740,CLOS,1.0,1.0,4455.0
1047,10921964,CLOS,1.0,1.0,8399.0
1048,10922289,CLOS,0.32,0.32,2340.0
1049,10923202,CLOS,0.16,0.16,712.0
1050,10923986,CLOS,1.0,1.0,4121.0
1051,10924437,CLOS,0.16,0.16,192.0
1052,10924437,CLOS,0.16,0.16,128.0
1053,10924562,CLOS,1.0,1.0,2155.0
1054,10924690,CLOS,1.0,1.0,2460.0
1055,10925673,CLOS,0.46,0.46,839.0
1056,10928799,CLOS,0.46,0.46,2039.0
1057,10928848,CLOS,1.0,1.0,2359.0
1058,10929279,CLOS,1.0,1.0,2869.0
1059,10929454,CLOS,1.0,1.0,122.99999999999999
1060,10931322,CLOS,1.0,1.0,1441.0
1061,10931569,CLOS,1.0,1.0,2129.0
1062,10934159,CLOS,1.0,1.0,2168.0
1063,10934210,CLOS,0.32,0.32,10165.0
1064,10935160,CLOS,0.46,0.46,193496.0
1065,10935342,CLOS,1.0,1.0,1927.0
1066,10936358,CLOS,1.0,1.0,2089.0
1067,10936906,CLOS,1.0,1.0,2997.0
1068,10939044,CLOS,1.0,1.0,2101.0
1069,10939089,CLOS,1.0,1.0,2826.0
1070,10939462,CLOS,0.11,0.11,5577.0
1071,10940694,CLOS,1.0,1.0,2172.0
1072,10943317,CLOS,0.32,0.32,83.0
1073,10943973,CLOS,0.46,0.46,1710.0
1074,10944662,CLOS,1.0,1.0,2186.0
1075,10944799,CLOS,1.0,1.0,2511.0
1076,10944920,CLOS,0.32,0.32,3962.0
1077,10945550,CLOS,0.32,0.32,119.0
1078,10946239,CLOS,0.32,0.32,402.0
1079,10947916,CLOS,0.32,0.32,957.0
1080,10948395,CLOS,1.0,1.0,4070.9999999999995
1081,10948396,CLOS,1.0,1.0,3052.0
1082,10948996,CLOS,0.16,0.16,1195.0
1083,10949260,CLOS,0.16,0.16,156.0
1084,10949384,CLOS,0.32,0.32,315.0
1085,10949530,CLOS,1.0,1.0,80.0
1086,10949730,CLOS,0.32,0.32,121.0
1087,10949790,CLOS,0.32,0.32,441.0
1088,10950572,CLOS,0.46,0.46,870.0
1089,10950697,CLOS,0.22,0.22,8913.0
1090,10950885,CLOS,0.32,0.32,540.0
1091,10951083,CLOS,0.32,0.32,90.0
1092,10951431,CLOS,0.32,0.32,1308.0
1093,10951482,CLOS,1.0,1.0,1362.0
1094,10951537,CLOS,0.32,0.32,622.0
1095,10952154,CLOS,1.0,1.0,3055.0
1096,10952219,CLOS,0.32,0.32,52.0
1097,10952795,CLOS,1.0,1.0,11259.0
1098,10952854,CLOS,1.0,1.0,569.0
1099,10953547,CLOS,0.32,0.32,875.0
1100,10953723,CLOS,0.32,0.32,197.0
1101,10954165,CLOS,0.32,0.32,1518.0
1102,10954475,CLOS,1.0,1.0,569.0
1103,10955027,CLOS,0.23,0.23,60.0
1104,10955797,CLOS,0.32,0.32,162.0
1105,10955799,CLOS,0.32,0.32,179.0
1106,10955991,CLOS,0.32,0.32,96.0
1107,10956061,CLOS,0.32,0.32,63.0
1108,10956115,CLOS,0.32,0.32,937.0
1109,10956160,CLOS,0.46,0.46,2638.0
1110,10957062,CLOS,1.0,1.0,2046.0
1111,10958253,CLOS,0.46,0.46,720.0
1112,10958253,CLOS,0.46,0.46,720.0
1113,10961058,CLOS,0.47,0.47,611.0
1114,10961240,CLOS,1.0,1.0,4003.0
1115,10961297,CLOS,1.0,1.0,5489.0
1116,10963022,CLOS,1.0,1.0,44.0
1117,10963049,CLOS,1.0,1.0,1275.0
1118,10963977,CLOS,1.0,1.0,783.0
1119,10964069,CLOS,0.16,0.16,2220.0
1120,10964788,CLOS,1.0,1.0,1327.0
1121,10965607,CLOS,1.0,1.0,541.0
1122,10966490,CLOS,0.32,0.32,3873.0
1123,10967395,CLOS,0.32,0.32,872.0
1124,10967435,CLOS,1.0,1.0,1839.0
1125,10967881,CLOS,1.0,1.0,72.0
1126,10967972,CLOS,0.32,0.32,1359.0
1127,10969033,CLOS,0.47,0.47,45.0
1128,10969481,CLOS,1.0,1.0,1167.0
1129,10970001,CLOS,1.0,1.0,2858.0
1130,10970193,CLOS,1.0,1.0,1465.0
1131,10970875,CLOS,0.32,0.32,330.0
1132,10971505,CLOS,0.32,0.32,1749.0
1133,10971645,CLOS,0.47,0.47,55.0
1134,10973396,CLOS,1.0,1.0,17139.0
1135,10973649,CLOS,1.0,1.0,32446.0
1136,10974358,CLOS,0.65,0.65,2227.0
1137,10975420,CLOS,0.32,0.32,43251.0
1138,10976300,CLOS,1.0,1.0,1762.0
1139,10976617,CLOS,1.0,1.0,52.0
1140,10976699,CLOS,1.0,1.0,2371.0
1141,10977275,CLOS,0.46,0.46,567.0
1142,10977275,CLOS,0.46,0.46,567.0
1143,10977615,CLOS,0.16,0.16,1468.0
1144,10977627,CLOS,0.16,0.16,2701.0
1145,10978413,CLOS,1.0,1.0,5371.0
1146,10979122,CLOS,0.47,0.47,4963.0
1147,10980988,CLOS,1.0,1.0,4148.0
1148,10981182,CLOS,0.32,0.32,4506.0
1149,10981193,CLOS,0.32,0.32,6693.0
1150,10983359,CLOS,1.0,1.0,3155.0
1151,10983827,CLOS,0.47,0.47,2034.9999999999998
1152,10985397,CLOS,1.0,1.0,4117.0
1153,10986737,CLOS,1.0,1.0,2083.0
1154,10987836,CLOS,1.0,1.0,2257.0
1155,10989834,CLOS,1.0,1.0,4660.0
1156,10991757,CLOS,1.0,1.0,39.0
1157,10991934,CLOS,1.0,1.0,549.0
1158,10993760,CLOS,1.0,1.0,803.0
